rooms_No,ownership_form,interior_state,floor,balcony,parking_space,listing_type,description,year_built,building_type,lift,link2
2,N/A,do zamieszkania,parter/3,"balkon, ogródek",N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-przy-parku-gorczewska-ID4nazf
3,pełna własność,do zamieszkania,parter/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-ochota-ul-kopinska-20-22-ID4nazi
4,pełna własność,do remontu,1/2,"balkon, taras",N/A,,,,,,https://www.otodom.pl/pl/oferta/duze-wygodne-czteropokojowe-w-markach-ID4fxw9
2,pełna własność,do zamieszkania,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/40m-miasteczko-wilanow-w-weekend-dni-otwarte-ID4ecfj
4,pełna własność,do wykończenia,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/brzeziny-residence-nowoczesne-mieszkanie-a24-ID4agrO
4,N/A,do wykończenia,2/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-laveli-residence-m53-ID4dt49
2,spółdzielcze wł. prawo do lokalu,do wykończenia,> 10/15,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/26-7mkw-5min-pieszo-do-palacu-kultury-i-nauki-ID4n0C6
2,pełna własność,do wykończenia,2/11,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-bez-prowizji-ID4mTFH
3,pełna własność,N/A,3/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje-wysoki-standard-2-lazienki-ID4m6SU
2,pełna własność,do wykończenia,4/5,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/rembertow-2-pokoje-tylko-12-450zl-m2-okazja-ID4nbbr
3,N/A,do zamieszkania,6/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/luksusowy-budynek-widok-na-warszawe-metro-ID4lY2Y
5,N/A,N/A,4/4,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bez-prowizji-olbrzymi-taras-metro-5-pokoi-ID4n0fN
3,pełna własność,do zamieszkania,2/5,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/rewelacyjne-mieszkanie-w-doskonalej-lokalizacji-ID4nbaN
2,pełna własność,do wykończenia,4/7,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-50m2-loggia-bez-prowizji-ID4kHIt
2,pełna własność,do zamieszkania,3/6,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-ochocie-ID4mIca
2,pełna własność,do wykończenia,4/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-ID4lhxb
2,N/A,N/A,2/5,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/przestronny-apartament-w-centrum-ul-warecka-ID4nbcg
1,pełna własność,do wykończenia,1/7,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-50m2-loggia-bez-prowizji-ID4kHIb
4,pełna własność,do wykończenia,parter/2,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-z-ogrodkiem-ID4nbd7
4,pełna własność,do zamieszkania,3,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-w-pelnej-zieleni-okolicy-ID4mUhI
4,N/A,N/A,4/4,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-ursynow-ID4kL63
1,pełna własność,do wykończenia,1/2,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-zielona-bialoleka-ID4nbd8
2,pełna własność,do wykończenia,parter/1,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-99-99-m-warszawa-ID4nbJ2
3,pełna własność,do wykończenia,parter/8,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-z-duzym-ogrodem-targowek-ID4nbdu
3,N/A,do remontu,> 10/23,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/luksusowy-apartament-80m2-loggia-33-8-m2-ID4nbJ1
4,pełna własność,do zamieszkania,2/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bardzo-ladne-4-pokojowe-mieszkanie-dla-rodziny-ID4nbev
3,N/A,do zamieszkania,3/10,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-goclaw-praga-poludnie-ID4nbKR
2,pełna własność,do wykończenia,4/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-z-duzym-balkonem-do-wykonczenia-ID4nbdw
2,pełna własność,do zamieszkania,parter/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokoje-na-ul-klobuckiej-na-mokotowie-ID4nbf4
3,pełna własność,do wykończenia,1/8,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/nowe-3-pokojowe-mieszkanie-warszawa-targowek-ID4nbLp
3,pełna własność,do wykończenia,3/8,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/nowe-3-pokojowe-mieszkanie-warszawa-targowek-ID4nbLm
2,pełna własność,do wykończenia,1/2,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-zielona-bialoleka-ID4nbit
3,pełna własność,do wykończenia,2/8,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/nowe-3-pokojowe-mieszkanie-warszawa-targowek-ID4nbLr
2,pełna własność,do wykończenia,1/6,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/park-skandynawia-iv-0-prowizji-ID4nbiZ
2,pełna własność,do wykończenia,3/3,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-antresola-taras-balkon-ID4nbLn
2,pełna własność,do wykończenia,3/3,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-antresola-taras-balkon-garderoba-ID4nbLs
1,pełna własność,do zamieszkania,parter/4,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/metro-slodowiec-do-wprowadzenia-kamienica-h300-cm-ID4nbLS
2,pełna własność,do wykończenia,2/2,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-zielona-bialoleka-ID4nbiw
2,pełna własność,N/A,2/6,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/dwa-pokoje-z-oddzielna-kuchnia-i-z-balkonem-ID4nbjQ
2,pełna własność,do zamieszkania,5/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-2-pokojowe-mieszkanie-56m-ID4nbLu
4,pełna własność,do remontu,2/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/stara-ochota-cztery-ul-filtrowa-cztery-pokoje-ID4nbMf
2,N/A,N/A,3/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-53-m-warszawa-ID4nbOo
4,pełna własność,do zamieszkania,parter/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojebalkonprzy-metro-ID4nbl5
3,N/A,do wykończenia,4/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-przy-parku-w-kameralnym-budynku-ID4hKfe
3,pełna własność,do wykończenia,8/8,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/widokowy-apartament-z-antresola-do-wykonczenia-ID4nbjS
2,pełna własność,do wykończenia,6/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-duzy-balkon-garaz-do-wykonczenia-ID4nbjT
4,N/A,do wykończenia,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-laveli-residence-m46-ID4dt7Q
2,pełna własność,do zamieszkania,3/6,"balkon, ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/klimatyczny-apartament-w-inwestycji-azurowe-tarasy-ID4mGDO
2,pełna własność,N/A,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bezposrednio-2pokoje-pompa-ciepla-panele-ID4naSe
3,N/A,N/A,parter/8,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/unikatowy-apartament-na-sprzedaz-mokotow-ID4ndyD
4,pełna własność,do wykończenia,1/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-233-33-m-warszawa-ID4nbma
2,pełna własność,do wykończenia,parter/7,"taras, ogródek",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-ogrodek-ID4ltTT
2,pełna własność,do wykończenia,3/4,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-115m2-taras-ID4hFhL
4,N/A,do zamieszkania,3/12,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-69-m-warszawa-ID4nblN
1,pełna własność,do zamieszkania,6/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/lokalizacja-przy-metrze-apartament-ID4nbOU
3,spółdzielcze wł. prawo do lokalu,do remontu,10/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-53-5m2-na-rembielinskiej-3-ID4ln3q
4,pełna własność,do wykończenia,1/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-85m2-balkon-bez-prowizji-ID4ltTY
3,N/A,do remontu,1/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/muranow-3-pokoje-balkon-i-piwnica-ID4nbPw
3,N/A,N/A,parter/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-w-kamienicy-z-1937-roku-ID4ndkn
2,pełna własność,do zamieszkania,7/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-44-6m2-z-widokiem-bezposrenio-ID4ndB2
3,pełna własność,do wykończenia,2/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-ID4jBdU
1,pełna własność,do zamieszkania,1/8,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-pod-inwestycje-na-wlochach-ID4ndCy
3,pełna własność,do zamieszkania,2/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/praga-ul-klopotowskiego-kamienica-z-1899-roku-ID4ncuX
2,pełna własność,do wykończenia,1/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-balkon-ID4eZ85
3,pełna własność,do wykończenia,3/4,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-128m2-taras-ID4hFhe
2,pełna własność,do wykończenia,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-balkon-bez-prowizji-ID4hFgZ
5,pełna własność,N/A,8/9,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartamentt-4-miejsca-w-garazu-ID4nbml
4,pełna własność,do wykończenia,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-300-34-m-warszawa-ID4nbmr
4,pełna własność,do wykończenia,4/6,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/apt-w-kamienicy-ordynackiej-ID4nbmn
4,pełna własność,do zamieszkania,3/4,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/idealny-rozklad-dla-wymagajacej-rodziny-ID4nbPZ
3,pełna własność,do wykończenia,3/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-155m2-balkon-bezposrednio-ID4hFhN
4,pełna własność,do wykończenia,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-101m2-balkon-ID4hFh2
3,pełna własność,do wykończenia,parter/2,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/widok-na-zielen-duzyprywatny-ogrod-12min-do-met-ID4nbQx
5,pełna własność,do wykończenia,3/4,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-124m2-taras-bez-prowizji-ID4hFic
4,spółdzielcze wł. prawo do lokalu,do zamieszkania,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokoje-2-balkony-ul-limanowskiego-ID4lLFC
3,pełna własność,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-ID4eZ92
3,pełna własność,do zamieszkania,4/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/unikalne-mieszkanie-mokotow-90-m2-po-remoncie-ID4ncY5
1,pełna własność,do wykończenia,6/9,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-42m2-balkon-ID4jQdU
3,pełna własność,do zamieszkania,2/3,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/blisko-skmki-w-zielonej-okolicy-3-pok-75m-p-2z3-ID4ndkF
5,pełna własność,do wykończenia,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-134m2-balkon-ID4hFhQ
4,pełna własność,do wykończenia,parter/4,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-102m2-ogrodek-ID4hFgU
5,pełna własność,do wykończenia,3/3,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-333-19-m-warszawa-ID4nbmv
5,pełna własność,do wykończenia,3/3,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-350-39-m-warszawa-ID4nbmx
2,pełna własność,do zamieszkania,3/3,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/nowe-w-kamienicy-lux-klimatyzacja-faktura-vat-ID4lsyo
3,pełna własność,do wykończenia,1/6,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-taras-bez-prowizji-ID4lhy4
3,pełna własność,do wykończenia,2/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-bez-prowizji-ID4c7bp
2,pełna własność,do wykończenia,parter/4,ogródek,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-ID4lzz5
5,pełna własność,do wykończenia,1/4,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-122m2-taras-bez-prowizji-ID4hFh9
3,pełna własność,do wykończenia,1/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bezposrednio-ID4lhym
4,pełna własność,do wykończenia,parter/2,"taras, ogródek",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-ogrodek-ID4coVe
2,pełna własność,do wykończenia,6/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-ID4lhx9
2,pełna własność,do wykończenia,3/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bez-prowizji-ID4lhvY
2,pełna własność,do zamieszkania,2/3,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-na-dolnym-mokotowie-w-kamienicy-59-5-m2-ID4iBnB
1,pełna własność,do wykończenia,4/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pok35-m2-bemowo-przy-metrze-bez-prowzji-ID4ndlL
5,pełna własność,do wykończenia,1/2,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-5-pokoi-taras-108m2-ID4mJEs
5,pełna własność,do wykończenia,3/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-123m2-2-balkony-ID4fawo
2,pełna własność,N/A,6/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/metro-mlociny-ladny-widok-z-balkonu-ID4lA3i
1,pełna własność,do wykończenia,3/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bezposrednio-ID4mM7r
3,pełna własność,do wykończenia,1/2,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-balkon-ID4dsVA
4,pełna własność,do wykończenia,2/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-85m2-balkon-bezposrednio-ID4ltU8
3,pełna własność,do zamieszkania,9/9,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/wilanow-70m2-rezerwacja-ID4n33p
2,pełna własność,do wykończenia,1/7,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-loggia-ID4ltTI
2,pełna własność,do wykończenia,5/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bezposrednio-ID4lhxh
5,pełna własność,do wykończenia,4/5,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-134m2-2-loggie-ID4fspf
3,pełna własność,do wykończenia,6/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-bez-prowizji-ID4lhxq
3,pełna własność,do wykończenia,7/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-bez-prowizji-ID4ly7x
4,pełna własność,do wykończenia,3/5,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-134m2-2-loggie-ID4fsoX
2,pełna własność,do wykończenia,1/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-bezposrednio-ID4ly7b
2,pełna własność,do wykończenia,3/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-52m2-balkon-bezposrednio-ID4faw8
2,N/A,do zamieszkania,7/10,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/nowe-widok-na-park-metro-800-metrow-balkon-ID4ndmf
2,pełna własność,do wykończenia,2/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bezposrednio-ID4fauM
4,pełna własność,do zamieszkania,1/2,"balkon, ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-5-pok-dwupoziomowe-z-ogrodem-stary-rembertow-ID4ndme
3,pełna własność,do wykończenia,1/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-ID4faws
4,pełna własność,do wykończenia,3/4,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-81m2-loggia-bezposrednio-ID4idch
2,pełna własność,do wykończenia,2/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-bez-prowizji-ID4mM6J
2,pełna własność,do zamieszkania,2/2,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-kuchnia-okolice-pl-bankowego-ID4ncTe
2,pełna własność,do wykończenia,parter/7,"taras, ogródek",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-ogrodek-bez-prowizji-ID4ltTA
4,pełna własność,do wykończenia,1/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-94m2-balkon-bezposrednio-ID4ly86
3,pełna własność,do wykończenia,3/7,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-loggia-ID4ltSU
3,pełna własność,do wykończenia,1/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-62m2-balkon-bez-prowizji-ID4fawy
5,pełna własność,do wykończenia,2/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-123m2-2-balkony-ID4fawa
4,pełna własność,do wykończenia,4/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-130m2-2-balkony-ID4fauT
4,pełna własność,do wykończenia,1/4,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-86m2-balkon-bez-prowizji-ID4idca
4,pełna własność,do wykończenia,1/7,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-87m2-taras-bez-prowizji-ID4ltSR
1,pełna własność,N/A,parter/3,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/35m2-w-kameralnym-apartamentowcu-w-wesolej-ID4ndnE
4,pełna własność,do wykończenia,parter/4,ogródek,N/A,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-89m2-ogrodek-bez-prowizji-ID4fawT
4,pełna własność,do zamieszkania,2/6,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/apartament-powisle-z-widokiem-na-park-ID4l37m
3,pełna własność,do wykończenia,1/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-balkon-bezposrednio-ID4mM6A
4,pełna własność,do wykończenia,3/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-76m2-balkon-bez-prowizji-ID4mM7C
3,pełna własność,do wykończenia,1/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-2-balkony-ID4mM6q
4,pełna własność,do wykończenia,7/7,taras,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-taras-bezposrednio-ID4mM8B
2,pełna własność,do wykończenia,3/7,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-loggia-ID4ltTD
3,pełna własność,do remontu,parter/5,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/ursynow-155-m2-wys-4-m-jana-sengera-na-biuro-ID4ncDo
2,pełna własność,do zamieszkania,parter/2,N/A,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-zrewitalizowana-kamienica-ID4ncFt
3,spółdzielcze wł. prawo do lokalu,N/A,4/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/w-pelni-wyposazone-swietna-okolica-super-rozklad-ID4ncFO
3,N/A,N/A,2/4,N/A,N/A,,,,,,https://www.otodom.pl/pl/oferta/3-pokoje-bez-pcc-i-prowizji-ID4ncDF
2,pełna własność,do zamieszkania,2/8,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/przy-parku-szczesliwickim-ul-wlodarzewska-ID4mWwg
5,pełna własność,do zamieszkania,1/2,"ogródek, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-bezczynszowe-w-blizniaku-150m2-ID4mowb
2,spółdzielcze wł. prawo do lokalu,do zamieszkania,2/4,balkon,N/A,,,,,,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-8-min-od-kolejki-ID4n28u
3,pełna własność,do zamieszkania,2/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/ciche-przy-arkadii-bud-2005-rok-garaz-komorka-ID4nbU6
2,pełna własność,do zamieszkania,5/6,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-stegny-mokotow-sikorskiego-garaz-w-cenie-ID4mLp4
2,pełna własność,do wykończenia,1/7,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-balkon-bez-prowizji-ID4ltTo
4,pełna własność,do zamieszkania,parter/3,ogródek,N/A,,,,,,https://www.otodom.pl/pl/oferta/atrakcyjne-bezczynszowe-163m2-ogrodek-ursynow-ID4lobM
2,pełna własność,do zamieszkania,4/5,balkon,garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/przy-metrze-stoklosy-nowe-2022-ID4lyDy
4,pełna własność,do zamieszkania,1/3,"balkon, taras",garaż/miejsce parkingowe,,,,,,https://www.otodom.pl/pl/oferta/bezczynszowe-mieszkanie-przy-lesie-metro-cisza-ID4mWzk
